devolucaoId,protocolo,mesRef,dataAbertura,dataFechamento,motivoId,unidadeId,canalEntrada,criticidade,slaDias,tempoCorrecaoDias,slaEstourado,status
1805,DV-101805,2025-03,2025-03-08,2025-03-14,290,6,E-mail,Média,6,6,0,Concluído
1806,DV-101806,2025-03,2025-03-02,2025-03-09,290,10,Portal SILIC,Média,6,7,1,Concluído
1807,DV-101807,2025-03,2025-03-23,2025-03-30,291,13,Portal SILIC,Média,6,7,1,Concluído
1808,DV-101808,2025-03,2025-03-11,2025-03-17,291,14,Portal SILIC,Média,6,6,0,Concluído
1809,DV-101809,2025-03,2025-03-20,2025-03-27,291,7,E-mail,Média,6,7,1,Concluído
1810,DV-101810,2025-03,2025-03-21,2025-03-25,292,18,E-mail,Média,6,4,0,Concluído
1811,DV-101811,2025-03,2025-03-21,2025-03-27,292,1,Esteira Interna,Média,6,6,0,Concluído
1812,DV-101812,2025-03,2025-03-23,2025-03-29,293,2,Portal SILIC,Alta,5,6,1,Concluído
1813,DV-101813,2025-03,2025-03-10,2025-03-16,294,15,Portal SILIC,Alta,5,6,1,Concluído
1814,DV-101814,2025-03,2025-03-03,2025-03-08,294,15,Portal SILIC,Alta,5,5,0,Concluído
1815,DV-101815,2025-03,2025-03-22,2025-03-25,295,18,Portal SILIC,Alta,5,3,0,Concluído
1816,DV-101816,2025-03,2025-03-16,2025-03-22,295,6,Portal SILIC,Alta,5,6,1,Concluído
1817,DV-101817,2025-03,2025-03-04,2025-03-09,296,9,Esteira Interna,Alta,5,5,0,Concluído
1818,DV-101818,2025-03,2025-03-26,2025-03-29,296,10,Portal SILIC,Alta,5,3,0,Concluído
1819,DV-101819,2025-03,2025-03-02,2025-03-05,297,4,Portal SILIC,Alta,5,3,0,Concluído
1820,DV-101820,2025-03,2025-03-27,2025-04-01,297,14,Portal SILIC,Alta,5,5,0,Concluído
1821,DV-101821,2025-03,2025-03-02,2025-03-06,298,2,E-mail,Alta,5,4,0,Concluído
1822,DV-101822,2025-03,2025-03-19,2025-03-22,298,17,Portal SILIC,Alta,5,3,0,Concluído
1823,DV-101823,2025-03,2025-03-12,2025-03-17,299,8,Portal SILIC,Alta,5,5,0,Concluído
1824,DV-101824,2025-03,2025-03-03,2025-03-07,299,2,Portal SILIC,Alta,5,4,0,Concluído
1825,DV-101825,2025-03,2025-03-27,2025-04-02,300,10,Portal SILIC,Alta,5,6,1,Concluído
1826,DV-101826,2025-03,2025-03-11,2025-03-18,300,4,Portal SILIC,Alta,5,7,1,Concluído
1827,DV-101827,2025-03,2025-03-26,2025-03-31,300,9,E-mail,Alta,5,5,0,Concluído
1828,DV-101828,2025-03,2025-03-05,2025-03-12,301,11,E-mail,Alta,5,7,1,Concluído
1829,DV-101829,2025-03,2025-03-23,2025-03-29,302,15,Portal SILIC,Alta,5,6,1,Concluído
1830,DV-101830,2025-03,2025-03-11,2025-03-18,302,13,Portal SILIC,Alta,5,7,1,Concluído
1831,DV-101831,2025-03,2025-03-01,2025-03-09,303,6,Portal SILIC,Alta,5,8,1,Concluído
1832,DV-101832,2025-03,2025-03-09,2025-03-17,304,2,Portal SILIC,Alta,5,8,1,Concluído
1833,DV-101833,2025-03,2025-03-01,2025-03-06,304,3,Portal SILIC,Alta,5,5,0,Concluído
1834,DV-101834,2025-03,2025-03-12,2025-03-18,304,4,Portal SILIC,Alta,5,6,1,Concluído
1835,DV-101835,2025-03,2025-03-19,2025-03-24,305,18,E-mail,Alta,5,5,0,Concluído
1836,DV-101836,2025-03,2025-03-04,2025-03-12,305,2,Portal SILIC,Alta,5,8,1,Concluído
1837,DV-101837,2025-03,2025-03-01,2025-03-05,306,2,Portal SILIC,Média,6,4,0,Concluído
1838,DV-101838,2025-03,2025-03-12,2025-03-17,306,16,E-mail,Média,6,5,0,Concluído
1839,DV-101839,2025-03,2025-03-16,2025-03-20,307,4,Portal SILIC,Média,6,4,0,Concluído
1840,DV-101840,2025-03,2025-03-16,2025-03-20,307,15,Esteira Interna,Média,6,4,0,Concluído
1841,DV-101841,2025-03,2025-03-05,2025-03-11,307,15,Portal SILIC,Média,6,6,0,Concluído
1842,DV-101842,2025-03,2025-03-25,2025-03-31,308,6,Portal SILIC,Média,6,6,0,Concluído
1843,DV-101843,2025-03,2025-03-12,2025-03-18,309,6,Portal SILIC,Média,6,6,0,Concluído
1844,DV-101844,2025-03,2025-03-24,2025-03-29,309,17,Esteira Interna,Média,6,5,0,Concluído
1845,DV-101845,2025-03,2025-03-20,2025-03-26,310,11,Esteira Interna,Alta,5,6,1,Concluído
1846,DV-101846,2025-03,2025-03-04,2025-03-09,310,4,Portal SILIC,Alta,5,5,0,Concluído
1847,DV-101847,2025-03,2025-03-06,2025-03-09,311,7,E-mail,Alta,5,3,0,Concluído
1848,DV-101848,2025-03,2025-03-05,2025-03-11,312,17,Portal SILIC,Alta,5,6,1,Concluído
1849,DV-101849,2025-03,2025-03-08,2025-03-16,312,11,Portal SILIC,Alta,5,8,1,Concluído
1850,DV-101850,2025-03,2025-03-17,2025-03-23,312,10,Portal SILIC,Alta,5,6,1,Concluído
1851,DV-101851,2025-03,2025-03-06,2025-03-09,313,2,Portal SILIC,Alta,5,3,0,Concluído
1852,DV-101852,2025-03,2025-03-05,2025-03-10,313,7,Portal SILIC,Alta,5,5,0,Concluído
1853,DV-101853,2025-03,2025-03-11,2025-03-18,314,14,Portal SILIC,Alta,5,7,1,Concluído
1854,DV-101854,2025-03,2025-03-04,2025-03-11,314,6,Portal SILIC,Alta,5,7,1,Concluído
1855,DV-101855,2025-03,2025-03-07,2025-03-14,314,18,E-mail,Alta,5,7,1,Concluído
1856,DV-101856,2025-03,2025-03-20,2025-03-27,315,14,Portal SILIC,Alta,5,7,1,Concluído
1857,DV-101857,2025-03,2025-03-08,2025-03-15,315,9,E-mail,Alta,5,7,1,Concluído
1858,DV-101858,2025-03,2025-03-13,2025-03-18,316,7,Portal SILIC,Alta,5,5,0,Concluído
1859,DV-101859,2025-03,2025-03-14,2025-03-19,316,13,E-mail,Alta,5,5,0,Concluído
1860,DV-101860,2025-03,2025-03-06,2025-03-12,317,7,Portal SILIC,Alta,5,6,1,Concluído
1861,DV-101861,2025-03,2025-03-12,2025-03-19,317,17,Esteira Interna,Alta,5,7,1,Concluído
1862,DV-101862,2025-03,2025-03-05,2025-03-10,318,3,E-mail,Alta,5,5,0,Concluído
1863,DV-101863,2025-03,2025-03-25,2025-03-28,319,4,Portal SILIC,Baixa,7,3,0,Concluído
1864,DV-101864,2025-03,2025-03-07,2025-03-12,320,4,Portal SILIC,Baixa,7,5,0,Concluído
1865,DV-101865,2025-03,2025-03-21,2025-03-26,320,18,Portal SILIC,Baixa,7,5,0,Concluído
1866,DV-101866,2025-03,2025-03-16,2025-03-21,321,4,Portal SILIC,Baixa,7,5,0,Concluído
1867,DV-101867,2025-03,2025-03-03,2025-03-06,321,1,E-mail,Baixa,7,3,0,Concluído
1868,DV-101868,2025-03,2025-03-08,2025-03-14,322,13,Portal SILIC,Baixa,7,6,0,Concluído
1869,DV-101869,2025-03,2025-03-15,2025-03-19,322,5,Portal SILIC,Baixa,7,4,0,Concluído
1870,DV-101870,2025-03,2025-03-06,2025-03-11,323,10,Portal SILIC,Baixa,7,5,0,Concluído
1871,DV-101871,2025-03,2025-03-13,2025-03-19,324,10,Esteira Interna,Baixa,7,6,0,Concluído
1872,DV-101872,2025-03,2025-03-25,2025-03-29,325,12,Portal SILIC,Baixa,7,4,0,Concluído
1873,DV-101873,2025-03,2025-03-06,2025-03-10,326,16,Esteira Interna,Baixa,7,4,0,Concluído
1874,DV-101874,2025-03,2025-03-15,2025-03-19,327,1,E-mail,Baixa,7,4,0,Concluído
1875,DV-101875,2025-03,2025-03-12,2025-03-15,328,6,Portal SILIC,Baixa,7,3,0,Concluído
1876,DV-101876,2025-03,2025-03-08,2025-03-12,328,12,E-mail,Baixa,7,4,0,Concluído
1877,DV-101877,2025-03,2025-03-12,2025-03-15,329,5,Portal SILIC,Baixa,7,3,0,Concluído
1878,DV-101878,2025-03,2025-03-10,2025-03-16,330,12,Portal SILIC,Baixa,7,6,0,Concluído
1879,DV-101879,2025-03,2025-03-09,2025-03-12,330,18,Portal SILIC,Baixa,7,3,0,Concluído
1880,DV-101880,2025-03,2025-03-16,2025-03-19,331,18,E-mail,Baixa,7,3,0,Concluído
1881,DV-101881,2025-03,2025-03-14,2025-03-18,332,17,E-mail,Baixa,7,4,0,Concluído
1882,DV-101882,2025-03,2025-03-17,2025-03-20,332,2,E-mail,Baixa,7,3,0,Concluído
1883,DV-101883,2025-03,2025-03-10,2025-03-16,333,10,Esteira Interna,Baixa,7,6,0,Concluído
1884,DV-101884,2025-03,2025-03-15,2025-03-18,334,15,Portal SILIC,Baixa,7,3,0,Concluído
1885,DV-101885,2025-03,2025-03-26,2025-03-29,334,4,Portal SILIC,Baixa,7,3,0,Concluído
1886,DV-101886,2025-03,2025-03-13,2025-03-16,335,7,Portal SILIC,Baixa,7,3,0,Concluído
1887,DV-101887,2025-03,2025-03-27,2025-04-02,335,2,E-mail,Baixa,7,6,0,Concluído
1888,DV-101888,2025-03,2025-03-06,2025-03-11,336,13,Portal SILIC,Baixa,7,5,0,Concluído
1889,DV-101889,2025-03,2025-03-19,2025-03-24,337,4,Portal SILIC,Baixa,7,5,0,Concluído
1890,DV-101890,2025-03,2025-03-11,2025-03-16,338,8,Portal SILIC,Baixa,7,5,0,Concluído
1891,DV-101891,2025-03,2025-03-19,2025-03-22,339,1,Portal SILIC,Baixa,7,3,0,Concluído
1892,DV-101892,2025-03,2025-03-26,2025-03-31,340,3,Portal SILIC,Baixa,7,5,0,Concluído
1893,DV-101893,2025-03,2025-03-23,2025-03-28,340,3,E-mail,Baixa,7,5,0,Concluído
1894,DV-101894,2025-03,2025-03-17,2025-03-22,341,9,Portal SILIC,Baixa,7,5,0,Concluído
1895,DV-101895,2025-03,2025-03-21,2025-03-26,342,14,Portal SILIC,Baixa,7,5,0,Concluído
1896,DV-101896,2025-03,2025-03-16,2025-03-22,342,7,Portal SILIC,Baixa,7,6,0,Concluído
1897,DV-101897,2025-03,2025-03-11,2025-03-14,343,6,E-mail,Baixa,7,3,0,Concluído
1898,DV-101898,2025-03,2025-03-13,2025-03-16,344,7,Esteira Interna,Baixa,7,3,0,Concluído
1899,DV-101899,2025-03,2025-03-16,2025-03-21,344,18,Portal SILIC,Baixa,7,5,0,Concluído
1900,DV-101900,2025-03,2025-03-26,2025-03-31,345,4,E-mail,Baixa,7,5,0,Concluído
1901,DV-101901,2025-03,2025-03-17,2025-03-21,345,9,Esteira Interna,Baixa,7,4,0,Concluído
1902,DV-101902,2025-03,2025-03-09,2025-03-14,346,4,E-mail,Baixa,7,5,0,Concluído
1903,DV-101903,2025-03,2025-03-07,2025-03-11,347,15,Portal SILIC,Baixa,7,4,0,Concluído
1904,DV-101904,2025-03,2025-03-10,2025-03-15,348,7,Esteira Interna,Baixa,7,5,0,Concluído
1905,DV-101905,2025-03,2025-03-07,2025-03-11,349,18,E-mail,Baixa,7,4,0,Concluído
1906,DV-101906,2025-03,2025-03-27,2025-03-31,350,17,Portal SILIC,Baixa,7,4,0,Concluído
1907,DV-101907,2025-03,2025-03-03,2025-03-07,351,8,Portal SILIC,Baixa,7,4,0,Concluído
1908,DV-101908,2025-03,2025-03-02,2025-03-05,352,18,Esteira Interna,Baixa,7,3,0,Concluído
1909,DV-101909,2025-03,2025-03-22,2025-03-25,352,7,Portal SILIC,Baixa,7,3,0,Concluído
1910,DV-101910,2025-03,2025-03-11,2025-03-16,353,6,Esteira Interna,Baixa,7,5,0,Concluído
1911,DV-101911,2025-03,2025-03-27,2025-04-01,354,2,E-mail,Baixa,7,5,0,Concluído
1912,DV-101912,2025-03,2025-03-04,2025-03-07,355,15,Portal SILIC,Baixa,7,3,0,Concluído
1913,DV-101913,2025-03,2025-03-01,2025-03-04,356,10,Portal SILIC,Baixa,7,3,0,Concluído
1914,DV-101914,2025-03,2025-03-10,2025-03-16,357,16,Portal SILIC,Baixa,7,6,0,Concluído
1915,DV-101915,2025-04,2025-04-03,2025-04-09,1,2,Portal SILIC,Alta,5,6,1,Concluído
1916,DV-101916,2025-04,2025-04-11,2025-04-17,2,17,E-mail,Alta,5,6,1,Concluído
1917,DV-101917,2025-04,2025-04-20,2025-04-23,3,6,Portal SILIC,Alta,5,3,0,Concluído
1918,DV-101918,2025-04,2025-04-03,2025-04-09,4,6,Portal SILIC,Alta,5,6,1,Concluído
1919,DV-101919,2025-04,2025-04-19,2025-04-25,4,2,Portal SILIC,Alta,5,6,1,Concluído
1920,DV-101920,2025-04,2025-04-23,2025-04-27,5,17,Esteira Interna,Alta,5,4,0,Concluído
1921,DV-101921,2025-04,2025-04-09,2025-04-15,6,2,Esteira Interna,Média,6,6,0,Concluído
1922,DV-101922,2025-04,2025-04-10,2025-04-17,7,3,Esteira Interna,Alta,5,7,1,Concluído
1923,DV-101923,2025-04,2025-04-02,2025-04-08,7,4,E-mail,Alta,5,6,1,Concluído
1924,DV-101924,2025-04,2025-04-17,2025-04-22,8,8,Portal SILIC,Alta,5,5,0,Concluído
1925,DV-101925,2025-04,2025-04-07,2025-04-12,8,9,Portal SILIC,Alta,5,5,0,Concluído
1926,DV-101926,2025-04,2025-04-10,2025-04-15,8,6,E-mail,Alta,5,5,0,Concluído
1927,DV-101927,2025-04,2025-04-14,2025-04-22,9,11,Portal SILIC,Alta,5,8,1,Concluído
1928,DV-101928,2025-04,2025-04-08,2025-04-12,9,6,E-mail,Alta,5,4,0,Concluído
1929,DV-101929,2025-04,2025-04-01,2025-04-05,10,5,Esteira Interna,Média,6,4,0,Concluído
1930,DV-101930,2025-04,2025-04-22,2025-04-27,10,14,Esteira Interna,Média,6,5,0,Concluído
1931,DV-101931,2025-04,2025-04-05,2025-04-10,11,18,E-mail,Média,6,5,0,Concluído
1932,DV-101932,2025-04,2025-04-19,2025-04-23,11,11,Portal SILIC,Média,6,4,0,Concluído
1933,DV-101933,2025-04,2025-04-03,2025-04-09,11,18,Portal SILIC,Média,6,6,0,Concluído
1934,DV-101934,2025-04,2025-04-09,2025-04-16,12,14,E-mail,Média,6,7,1,Concluído
1935,DV-101935,2025-04,2025-04-18,2025-04-25,12,13,Esteira Interna,Média,6,7,1,Concluído
1936,DV-101936,2025-04,2025-04-14,2025-04-18,12,1,Portal SILIC,Média,6,4,0,Concluído
1937,DV-101937,2025-04,2025-04-16,2025-04-21,13,12,Portal SILIC,Média,6,5,0,Concluído
1938,DV-101938,2025-04,2025-04-14,2025-04-21,14,14,E-mail,Média,6,7,1,Concluído
1939,DV-101939,2025-04,2025-04-02,2025-04-06,15,16,Portal SILIC,Média,6,4,0,Concluído
1940,DV-101940,2025-04,2025-04-11,2025-04-17,16,17,Portal SILIC,Média,6,6,0,Concluído
1941,DV-101941,2025-04,2025-04-03,2025-04-08,17,1,Portal SILIC,Média,6,5,0,Concluído
1942,DV-101942,2025-04,2025-04-26,2025-05-03,17,14,Portal SILIC,Média,6,7,1,Concluído
1943,DV-101943,2025-04,2025-04-27,2025-05-04,18,16,Esteira Interna,Média,6,7,1,Concluído
1944,DV-101944,2025-04,2025-04-14,2025-04-19,18,3,Portal SILIC,Média,6,5,0,Concluído
1945,DV-101945,2025-04,2025-04-27,2025-05-01,19,18,E-mail,Média,6,4,0,Concluído
1946,DV-101946,2025-04,2025-04-08,2025-04-14,20,3,Portal SILIC,Média,6,6,0,Concluído
1947,DV-101947,2025-04,2025-04-07,2025-04-11,21,3,Portal SILIC,Média,6,4,0,Concluído
1948,DV-101948,2025-04,2025-04-06,2025-04-11,21,8,Esteira Interna,Média,6,5,0,Concluído
1949,DV-101949,2025-04,2025-04-03,2025-04-07,22,11,E-mail,Média,6,4,0,Concluído
1950,DV-101950,2025-04,2025-04-24,2025-04-28,22,11,Portal SILIC,Média,6,4,0,Concluído
1951,DV-101951,2025-04,2025-04-11,2025-04-17,22,12,Portal SILIC,Média,6,6,0,Concluído
1952,DV-101952,2025-04,2025-04-08,2025-04-14,23,7,Esteira Interna,Média,6,6,0,Concluído
1953,DV-101953,2025-04,2025-04-14,2025-04-20,24,18,Portal SILIC,Média,6,6,0,Concluído
1954,DV-101954,2025-04,2025-04-27,2025-05-03,24,15,Portal SILIC,Média,6,6,0,Concluído
1955,DV-101955,2025-04,2025-04-12,2025-04-16,25,15,E-mail,Média,6,4,0,Concluído
1956,DV-101956,2025-04,2025-04-13,2025-04-20,25,11,Esteira Interna,Média,6,7,1,Concluído
1957,DV-101957,2025-04,2025-04-24,2025-04-30,25,12,Portal SILIC,Média,6,6,0,Concluído
1958,DV-101958,2025-04,2025-04-25,2025-04-29,26,3,E-mail,Média,6,4,0,Concluído
1959,DV-101959,2025-04,2025-04-19,2025-04-24,27,5,Portal SILIC,Média,6,5,0,Concluído
1960,DV-101960,2025-04,2025-04-21,2025-04-27,27,9,E-mail,Média,6,6,0,Concluído
1961,DV-101961,2025-04,2025-04-24,2025-05-01,28,2,Esteira Interna,Média,6,7,1,Concluído
1962,DV-101962,2025-04,2025-04-27,2025-05-01,28,2,E-mail,Média,6,4,0,Concluído
1963,DV-101963,2025-04,2025-04-14,2025-04-21,29,5,Portal SILIC,Média,6,7,1,Concluído
1964,DV-101964,2025-04,2025-04-14,2025-04-19,29,5,Esteira Interna,Média,6,5,0,Concluído
1965,DV-101965,2025-04,2025-04-06,2025-04-10,29,9,Portal SILIC,Média,6,4,0,Concluído
1966,DV-101966,2025-04,2025-04-03,2025-04-10,30,10,Portal SILIC,Média,6,7,1,Concluído
1967,DV-101967,2025-04,2025-04-05,2025-04-09,30,14,Esteira Interna,Média,6,4,0,Concluído
1968,DV-101968,2025-04,2025-04-14,2025-04-20,31,3,Esteira Interna,Média,6,6,0,Concluído
1969,DV-101969,2025-04,2025-04-22,2025-04-27,31,12,Portal SILIC,Média,6,5,0,Concluído
1970,DV-101970,2025-04,2025-04-12,2025-04-18,32,13,Esteira Interna,Média,6,6,0,Concluído
1971,DV-101971,2025-04,2025-04-26,2025-05-01,32,9,Esteira Interna,Média,6,5,0,Concluído
1972,DV-101972,2025-04,2025-04-25,2025-04-28,33,1,Portal SILIC,Alta,5,3,0,Concluído
1973,DV-101973,2025-04,2025-04-09,2025-04-15,34,14,Esteira Interna,Alta,5,6,1,Concluído
1974,DV-101974,2025-04,2025-04-04,2025-04-09,34,18,Portal SILIC,Alta,5,5,0,Concluído
1975,DV-101975,2025-04,2025-04-21,2025-04-25,35,2,Portal SILIC,Alta,5,4,0,Concluído
1976,DV-101976,2025-04,2025-04-21,2025-04-25,35,17,Esteira Interna,Alta,5,4,0,Concluído
1977,DV-101977,2025-04,2025-04-25,2025-05-01,36,11,Portal SILIC,Alta,5,6,1,Concluído
1978,DV-101978,2025-04,2025-04-17,2025-04-20,36,13,E-mail,Alta,5,3,0,Concluído
1979,DV-101979,2025-04,2025-04-09,2025-04-14,37,14,Esteira Interna,Alta,5,5,0,Concluído
1980,DV-101980,2025-04,2025-04-26,2025-05-02,38,9,Portal SILIC,Alta,5,6,1,Concluído
1981,DV-101981,2025-04,2025-04-21,2025-04-27,38,17,Portal SILIC,Alta,5,6,1,Concluído
1982,DV-101982,2025-04,2025-04-20,2025-04-26,38,5,Portal SILIC,Alta,5,6,1,Concluído
1983,DV-101983,2025-04,2025-04-22,2025-04-29,39,5,Esteira Interna,Alta,5,7,1,Concluído
1984,DV-101984,2025-04,2025-04-08,2025-04-13,39,5,Portal SILIC,Alta,5,5,0,Concluído
1985,DV-101985,2025-04,2025-04-05,2025-04-12,40,13,E-mail,Alta,5,7,1,Concluído
1986,DV-101986,2025-04,2025-04-18,2025-04-26,40,3,E-mail,Alta,5,8,1,Concluído
1987,DV-101987,2025-04,2025-04-14,2025-04-20,40,1,Portal SILIC,Alta,5,6,1,Concluído
1988,DV-101988,2025-04,2025-04-14,2025-04-20,41,12,Esteira Interna,Alta,5,6,1,Concluído
1989,DV-101989,2025-04,2025-04-16,2025-04-23,42,7,E-mail,Alta,5,7,1,Concluído
1990,DV-101990,2025-04,2025-04-07,2025-04-13,42,18,Portal SILIC,Alta,5,6,1,Concluído
1991,DV-101991,2025-04,2025-04-22,2025-04-30,43,3,Portal SILIC,Alta,5,8,1,Concluído
1992,DV-101992,2025-04,2025-04-16,2025-04-24,43,5,Portal SILIC,Alta,5,8,1,Concluído
1993,DV-101993,2025-04,2025-04-14,2025-04-21,44,15,Portal SILIC,Alta,5,7,1,Concluído
1994,DV-101994,2025-04,2025-04-12,2025-04-18,44,2,Portal SILIC,Alta,5,6,1,Concluído
1995,DV-101995,2025-04,2025-04-04,2025-04-10,44,17,Esteira Interna,Alta,5,6,1,Concluído
1996,DV-101996,2025-04,2025-04-21,2025-04-27,44,7,Portal SILIC,Alta,5,6,1,Concluído
1997,DV-101997,2025-04,2025-04-09,2025-04-17,45,10,Esteira Interna,Alta,5,8,1,Concluído
1998,DV-101998,2025-04,2025-04-19,2025-04-26,45,17,E-mail,Alta,5,7,1,Concluído
1999,DV-101999,2025-04,2025-04-10,2025-04-16,45,7,Esteira Interna,Alta,5,6,1,Concluído
2000,DV-102000,2025-04,2025-04-23,2025-04-28,45,12,Portal SILIC,Alta,5,5,0,Concluído
2001,DV-102001,2025-04,2025-04-19,2025-04-24,46,18,Esteira Interna,Alta,5,5,0,Concluído
2002,DV-102002,2025-04,2025-04-26,2025-05-01,46,13,Portal SILIC,Alta,5,5,0,Concluído
2003,DV-102003,2025-04,2025-04-09,2025-04-17,47,10,Portal SILIC,Alta,5,8,1,Concluído
2004,DV-102004,2025-04,2025-04-08,2025-04-15,47,18,E-mail,Alta,5,7,1,Concluído
2005,DV-102005,2025-04,2025-04-16,2025-04-22,47,13,E-mail,Alta,5,6,1,Concluído
2006,DV-102006,2025-04,2025-04-09,2025-04-15,48,18,Portal SILIC,Alta,5,6,1,Concluído
2007,DV-102007,2025-04,2025-04-12,2025-04-17,48,5,E-mail,Alta,5,5,0,Concluído
2008,DV-102008,2025-04,2025-04-06,2025-04-14,48,4,Portal SILIC,Alta,5,8,1,Concluído
2009,DV-102009,2025-04,2025-04-01,2025-04-06,49,13,Portal SILIC,Alta,5,5,0,Concluído
2010,DV-102010,2025-04,2025-04-01,2025-04-08,49,15,Portal SILIC,Alta,5,7,1,Concluído
2011,DV-102011,2025-04,2025-04-05,2025-04-12,49,11,Esteira Interna,Alta,5,7,1,Concluído
2012,DV-102012,2025-04,2025-04-27,2025-05-03,50,16,E-mail,Alta,5,6,1,Concluído
2013,DV-102013,2025-04,2025-04-27,2025-05-05,50,14,Esteira Interna,Alta,5,8,1,Concluído
2014,DV-102014,2025-04,2025-04-05,2025-04-11,51,17,E-mail,Alta,5,6,1,Concluído
2015,DV-102015,2025-04,2025-04-19,2025-04-24,51,3,Portal SILIC,Alta,5,5,0,Concluído
2016,DV-102016,2025-04,2025-04-12,2025-04-18,51,14,E-mail,Alta,5,6,1,Concluído
2017,DV-102017,2025-04,2025-04-16,2025-04-21,52,16,Portal SILIC,Alta,5,5,0,Concluído
2018,DV-102018,2025-04,2025-04-16,2025-04-22,52,17,E-mail,Alta,5,6,1,Concluído
2019,DV-102019,2025-04,2025-04-03,2025-04-10,52,17,Portal SILIC,Alta,5,7,1,Concluído
2020,DV-102020,2025-04,2025-04-14,2025-04-20,53,6,Portal SILIC,Alta,5,6,1,Concluído
2021,DV-102021,2025-04,2025-04-09,2025-04-17,53,5,Esteira Interna,Alta,5,8,1,Concluído
2022,DV-102022,2025-04,2025-04-08,2025-04-13,53,1,Portal SILIC,Alta,5,5,0,Concluído
2023,DV-102023,2025-04,2025-04-05,2025-04-12,53,2,Esteira Interna,Alta,5,7,1,Concluído
2024,DV-102024,2025-04,2025-04-24,2025-05-01,54,3,Portal SILIC,Alta,5,7,1,Concluído
2025,DV-102025,2025-04,2025-04-16,2025-04-23,54,8,Esteira Interna,Alta,5,7,1,Concluído
2026,DV-102026,2025-04,2025-04-18,2025-04-26,54,2,Portal SILIC,Alta,5,8,1,Concluído
2027,DV-102027,2025-04,2025-04-20,2025-04-27,55,11,Portal SILIC,Alta,5,7,1,Concluído
2028,DV-102028,2025-04,2025-04-25,2025-05-01,55,16,Portal SILIC,Alta,5,6,1,Concluído
2029,DV-102029,2025-04,2025-04-06,2025-04-12,55,1,Portal SILIC,Alta,5,6,1,Concluído
2030,DV-102030,2025-04,2025-04-10,2025-04-15,55,8,Portal SILIC,Alta,5,5,0,Concluído
2031,DV-102031,2025-04,2025-04-20,2025-04-25,56,8,Portal SILIC,Alta,5,5,0,Concluído
2032,DV-102032,2025-04,2025-04-26,2025-05-02,56,17,Esteira Interna,Alta,5,6,1,Concluído
2033,DV-102033,2025-04,2025-04-17,2025-04-23,57,14,E-mail,Alta,5,6,1,Concluído
2034,DV-102034,2025-04,2025-04-18,2025-04-26,58,1,Portal SILIC,Alta,5,8,1,Concluído
2035,DV-102035,2025-04,2025-04-15,2025-04-21,58,5,E-mail,Alta,5,6,1,Concluído
2036,DV-102036,2025-04,2025-04-25,2025-05-01,58,17,E-mail,Alta,5,6,1,Concluído
2037,DV-102037,2025-04,2025-04-17,2025-04-24,59,16,Esteira Interna,Alta,5,7,1,Concluído
2038,DV-102038,2025-04,2025-04-17,2025-04-24,59,11,Esteira Interna,Alta,5,7,1,Concluído
2039,DV-102039,2025-04,2025-04-11,2025-04-17,59,13,E-mail,Alta,5,6,1,Concluído
2040,DV-102040,2025-04,2025-04-11,2025-04-16,60,17,Portal SILIC,Alta,5,5,0,Concluído
2041,DV-102041,2025-04,2025-04-03,2025-04-08,60,11,Portal SILIC,Alta,5,5,0,Concluído
2042,DV-102042,2025-04,2025-04-02,2025-04-08,60,3,E-mail,Alta,5,6,1,Concluído
2043,DV-102043,2025-04,2025-04-26,2025-05-04,61,4,Portal SILIC,Alta,5,8,1,Concluído
2044,DV-102044,2025-04,2025-04-06,2025-04-13,61,13,Portal SILIC,Alta,5,7,1,Concluído
2045,DV-102045,2025-04,2025-04-01,2025-04-06,61,10,Portal SILIC,Alta,5,5,0,Concluído
2046,DV-102046,2025-04,2025-04-07,2025-04-14,62,14,Portal SILIC,Média,6,7,1,Concluído
2047,DV-102047,2025-04,2025-04-15,2025-04-19,62,3,Portal SILIC,Média,6,4,0,Concluído
2048,DV-102048,2025-04,2025-04-02,2025-04-06,63,14,E-mail,Média,6,4,0,Concluído
2049,DV-102049,2025-04,2025-04-12,2025-04-17,63,8,Portal SILIC,Média,6,5,0,Concluído
2050,DV-102050,2025-04,2025-04-10,2025-04-15,64,17,Esteira Interna,Média,6,5,0,Concluído
2051,DV-102051,2025-04,2025-04-03,2025-04-09,64,18,Esteira Interna,Média,6,6,0,Concluído
2052,DV-102052,2025-04,2025-04-09,2025-04-13,65,7,Portal SILIC,Média,6,4,0,Concluído
2053,DV-102053,2025-04,2025-04-02,2025-04-07,66,16,Portal SILIC,Média,6,5,0,Concluído
2054,DV-102054,2025-04,2025-04-03,2025-04-08,66,14,Portal SILIC,Média,6,5,0,Concluído
2055,DV-102055,2025-04,2025-04-10,2025-04-16,66,6,E-mail,Média,6,6,0,Concluído
2056,DV-102056,2025-04,2025-04-01,2025-04-05,67,8,Portal SILIC,Média,6,4,0,Concluído
2057,DV-102057,2025-04,2025-04-22,2025-04-26,68,3,E-mail,Média,6,4,0,Concluído
2058,DV-102058,2025-04,2025-04-16,2025-04-23,68,16,Esteira Interna,Média,6,7,1,Concluído
2059,DV-102059,2025-04,2025-04-07,2025-04-13,69,17,Portal SILIC,Média,6,6,0,Concluído
2060,DV-102060,2025-04,2025-04-04,2025-04-11,70,17,Esteira Interna,Média,6,7,1,Concluído
