motivoId,ativo,processo,tipo,situacao,categoria,descricao,detalhes,stepSilic
240,1,contratação,locação,nova unidade,documentação,documentos do imóvel,Sublocação sem autorização/termo,Documentação do imóvel
241,1,contratação,locação,nova unidade,documentação,Impedimentos,Ausência de certidão CND Federal / Certidão vencida,Documentação do locador
242,1,contratação,locação,nova unidade,documentação,Impedimentos,Ausência da certidão de regularidade - CRF / CRF Vencido,Documentação do locador
243,1,contratação,locação,nova unidade,documentação,Impedimentos,Fornecedor com vedação/impedimento para contratar,Etapa tratamento de demanda - Conformidade - Reg. Locador
244,1,contratação,locação,nova unidade,documentação,Impedimentos,Risco de nepotismo/relacionamento vedado,Etapa tratamento de demanda - Conformidade - Reg. Locador
245,1,contratação,locação,nova unidade,documentação,Impedimentos,Listas restritivas (setor público/trabalho escravo/risco de imagem),Etapa tratamento de demanda - Conformidade - Reg. Locador
246,1,contratação,locação,nova unidade,documentação,Impedimentos,Locador com inscrição no CADIN,Etapa tratamento de demanda - Conformidade - Reg. Locador
247,1,contratação,locação,nova unidade,documentação,locador pessoa física,Ausência de identificação dos documentos identificação (RG/CPF),Documentação do locador
248,1,contratação,locação,nova unidade,documentação,locador pessoa física,Representação legal/poderes não comprovados,Documentação do locador
249,1,contratação,locação,nova unidade,documentação,Locador Pessoa Jurídica,Ausência da certidão simplificada da junta comercial,Documentação do locador
250,1,contratação,locação,nova unidade,documentação,Locador Pessoa Jurídica,Ausência da documentação de identificação sócios (RG/CPF),Documentação do locador
251,1,contratação,locação,nova unidade,documentação,Locador Pessoa Jurídica,Ausência da última versão do Contrato Social,Documentação do locador
252,1,contratação,locação,nova unidade,documentação,Locador Pessoa Jurídica,Documentos do locador não assinados digitalmente,Documentação do locador
253,1,contratação,locação,nova unidade,documentação,Locador Pessoa Jurídica,Representação legal/poderes não comprovados,Documentação do locador
254,1,contratação,locação,nova unidade,financeiro,Dados Bancários,Informação de dados bancários em outro banco sem justificativa,Documentação do locador
255,1,contratação,locação,nova unidade,financeiro,Dados Bancários,falta informação dos dados bancários,Documentação do locador
256,1,contratação,locação,nova unidade,financeiro,Falta ateste GEORC,Contratação acima de 3 milhões,Autorizações e laudo
257,1,contratação,locação,nova unidade,financeiro,ID Plano de Aquisições,não identificado / outra unidade,Autorizações e laudo
258,1,contratação,locação,nova unidade,financeiro,Índice de correção do contrato,não identificado o índice de correção do contrato,Autorizações e laudo
259,1,contratação,locação,nova unidade,financeiro,Pagamento em favor de terceiros,Não há documentação que autoriza o pagamento a terceiros,Documentação do locador
260,1,contratação,locação,nova unidade,financeiro,Pré-comprometimento,a menor / não encaminhado / não dividido conforme calendário de pagamento,Documentação do locador
261,1,contratação,locação,nova unidade,processual,À pedido,Por solicitação do gestor operacional,Definir
262,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência de CE GEFIC (erro na CI/falta assinatura),Autorizações e laudo
263,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Falta autorização para abertura de nova unidade (Resolução),Autorizações e laudo
264,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência de CE GELOG (erro na CI/falta assinatura/dados divergentes),Autorizações e laudo
265,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência de autorização/aprovação da SR/SEV,Autorizações e laudo
266,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência de RTA (dados divergentes/sem informações),Autorizações e laudo
267,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência de Parecer Técnico CAIXA,Autorizações e laudo
268,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência das informações de negociação com o locador,Autorizações e laudo
269,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência das Propostas de imóveis,Propostas
270,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência do anexo/informações de responsabilidade do locador,Autorizações e laudo
271,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Ausência de justificativa do investimento não recuperável,Autorizações e laudo
272,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Laudo de vistoria ausente (técnico),Autorizações e laudo
273,1,contratação,locação,nova unidade,processual,Documentos internos demanda,Falta a Due DILIGENCE para contratações acima de R$ 2 milhões/ano,Autorizações e laudo
274,1,contratação,locação,nova unidade,processual,Laudo de avaliação,Falta laudode avaliação de valor venal para contratação de imóveis acima 550m2,Autorizações e laudo
275,1,contratação,locação,nova unidade,processual,Laudo de avaliação,Falta laudo de avaliação / vencido / sem assinatura,Autorizações e laudo
276,1,contratação,locação,nova unidade,processual,Laudo de avaliação,Contratação acima do valor do laudo de avaliação sem justificativa,Autorizações e laudo
277,1,contratação,locação,nova unidade,processual,Publicação,Área da publicação divergente da localização contratação,Propostas
278,1,contratação,locação,nova unidade,processual,Publicação,Falta publicação (publicação em desconformidade normativa),Propostas
279,1,contratação,locação,regularização,documentação,documentos do imóvel,Ausência do registro do imóvel/Certidão inteiro teor / registro do imóvel/CRI fora da validade,Documentação do imóvel
280,1,contratação,locação,regularização,documentação,documentos do imóvel,Averbação da área não identificada no RGI/falta habite-se,Documentação do imóvel
281,1,contratação,locação,regularização,documentação,documentos do imóvel,Sublocação sem autorização/termo,Documentação do imóvel
282,1,contratação,locação,regularização,documentação,Impedimentos,Fornecedor com vedação/impedimento para contratar,Etapa tratamento de demanda - Conformidade - Reg. Locador
283,1,contratação,locação,regularização,documentação,Impedimentos,Risco de nepotismo/relacionamento vedado,Etapa tratamento de demanda - Conformidade - Reg. Locador
284,1,contratação,locação,regularização,documentação,Impedimentos,Listas restritivas (setor público/trabalho escravo/risco de imagem),Etapa tratamento de demanda - Conformidade - Reg. Locador
285,1,contratação,locação,regularização,documentação,Impedimentos,Locador com inscrição no CADIN / Sem justificativa de contratação pela CELOG,Etapa tratamento de demanda - Conformidade - Reg. Locador
286,1,contratação,locação,regularização,documentação,Impedimentos,Falta estipular cláusula contratual para apresentação da regularidade,Etapa tratamento de demanda - Conformidade - Reg. Locador
287,1,contratação,locação,regularização,documentação,locador pessoa física,Troca de titularidade sem apresentação dos documentos identificação (RG/CPF),Documentação do locador
288,1,contratação,locação,regularização,documentação,locador pessoa física,Representação legal/poderes não comprovados,Documentação do locador
289,1,contratação,locação,regularização,documentação,Locador Pessoa Jurídica,Ausência da certidão simplificada da junta comercial,Documentação do locador
290,1,contratação,locação,regularização,documentação,Locador Pessoa Jurídica,troca de titularidade sem documentação de identificação sócios (RG/CPF),Documentação do locador
291,1,contratação,locação,regularização,documentação,Locador Pessoa Jurídica,troca de titularidade sem a última versão do Contrato Social,Documentação do locador
292,1,contratação,locação,regularização,documentação,Locador Pessoa Jurídica,Representação legal/poderes não comprovados,Documentação do locador
293,1,contratação,locação,regularização,financeiro,Dados Bancários,Informação de dados bancários em outro banco sem justificativa,Documentação do locador
294,1,contratação,locação,regularização,financeiro,Dados Bancários,falta informação dos dados bancários,Documentação do locador
295,1,contratação,locação,regularização,financeiro,Falta ateste GEORC,Contratação acima de 3 milhões,Autorizações e laudo
296,1,contratação,locação,regularização,financeiro,ID Plano de Aquisições,não identificado / outra unidade,Autorizações e laudo
297,1,contratação,locação,regularização,financeiro,Índice de correção do contrato,não identificado o índice de correção do contrato,Autorizações e laudo
298,1,contratação,locação,regularização,financeiro,Pagamento em favor de terceiros,Não há documentação que autoriza o pagamento a terceiros,Documentação do locador
299,1,contratação,locação,regularização,financeiro,Pré-comprometimento,a menor / não encaminhado / não dividido conforme calendário de pagamento,Documentação do locador
300,1,contratação,locação,regularização,processual,À pedido,Por solicitação do gestor operacional,Definir
301,1,contratação,locação,regularização,processual,Documentos internos demanda,Ausência das informações de negociação com o locador,Autorizações e laudo
302,1,contratação,locação,regularização,processual,Documentos internos demanda,Laudo de vistoria ausente (técnico),Autorizações e laudo
303,1,contratação,locação,regularização,processual,Documentos internos demanda,Falta a Due DILIGENCE para contratações acima de R$ 2 milhões/ano,Autorizações e laudo
304,1,contratação,locação,regularização,processual,Laudo de avaliação,Falta laudo de avaliação / vencido / sem assinatura,Autorizações e laudo
305,1,contratação,locação,regularização,processual,Laudo de avaliação,Contratação acima do valor do laudo de avaliação sem justificativa,Autorizações e laudo
306,1,Atos Formais,locação,Ação Renovatória,Documentação,Documentos do imóvel,Ausência da declaração de cobertura do seguro do imóvel emitida pela seguradora,Definir
307,1,Atos Formais,locação,Ação Renovatória,Documentação,Documentos do imóvel,Ausência de cópia do alvará de funcionamento,Definir
308,1,Atos Formais,locação,Ação Renovatória,Documentação,Documentos do imóvel,Ausência do laudo de Avaliação do Imóvel elaborado pela CIHAR,Definir
309,1,Atos Formais,locação,Ação Renovatória,Documentação,Documentos do imóvel,"Ausência da Matrícula do imóvel no CRI, ou Matrícula desatualizada",Definir
310,1,Atos Formais,locação,Ação Renovatória,financeiro,Pagamento de Taxas,"Ausência dos comprovantes de todos os pagamentos incidentes sobre o imóvel referentes aos últimos 12 meses (água, energia elétrica, taxas)",Definir
311,1,Atos Formais,locação,Ação Renovatória,financeiro,Negociação,Ausência de documentos que demonstrem a tentativa da CAIXA de negociar amigavelmente a renovação do contrato com aluguel a preço de mercado,Definir
312,1,Atos Formais,locação,Ação Renovatória,Processual,Informações do contrato,Ausência de informação da data de início e fim da nova vigência,Definir
313,1,Atos Formais,locação,Ação Renovatória,financeiro,Informações do contrato,Ausência de informação do valor atual do aluguel,Definir
314,1,Atos Formais,locação,Ação Renovatória,Processual,Informações do locador,Ausência de informação do nome/CPF/CNPJ do locador,Definir
315,1,Atos Formais,locação,Ação Renovatória,Processual,Informações do locador,Ausência de informação do endereço completo com CEP do locador,Definir
316,1,Atos Formais,locação,Ação Renovatória,financeiro,Informações do Representante,Ausência de informação do nome/CPF/CNPJ do Representante,Definir
317,1,Atos Formais,locação,Ação Renovatória,Processual,Informações do Representante,Ausência de informação do endereço completo com CEP do Representante,Definir
318,1,Atos Formais,locação,Ação Renovatória,Processual,Dados para contato com o locador,Ausência de informação do e-mail e telefone do locador,Definir
319,1,Ato Formal,locação,Prorrogação,Dados Iniciais,Informações iniciais incorretas ou incompletas,Dados incompletos ou incorretos na demanda,Dados Iniciais
320,1,Ato Formal,locação,Prorrogação,Dados Iniciais,Informações iniciais incorretas ou incompletas,Falta justificativas do pedido,Dados Iniciais
321,1,Ato Formal,locação,Prorrogação,Dados Iniciais,Informações iniciais incorretas ou incompletas,Falta anexos obrigatórios,Dados Iniciais
322,1,Ato Formal,locação,Prorrogação,Dados Iniciais,Informações iniciais incorretas ou incompletas,Informações divergentes entre sistemas,Dados Iniciais
323,1,Ato Formal,locação,Prorrogação,Dados Iniciais,Informações iniciais incorretas ou incompletas,Tipo de demanda tratado incorretamente,Dados Iniciais
324,1,Ato Formal,locação,Prorrogação,Dados Iniciais,Informações iniciais incorretas ou incompletas,Dados conflitantes entre CELOG e CILOG,Dados Iniciais
325,1,Ato Formal,locação,Prorrogação,Dados Iniciais,Informações iniciais incorretas ou incompletas,Demanda precisa de ajustes no pré-comprometimento,Dados Iniciais
326,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Matrícula / Cartório / Dados do imóvel,Matrícula desatualizada ou vencida,Dados do Contrato
327,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Matrícula / Cartório / Dados do imóvel,Matrícula incompleta,Dados do Contrato
328,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Matrícula / Cartório / Dados do imóvel,Matrícula sem averbação necessária,Dados do Contrato
329,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Matrícula / Cartório / Dados do imóvel,Falta averbação da construção,Dados do Contrato
330,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Matrícula / Cartório / Dados do imóvel,Matrícula divergente do contrato,Dados do Contrato
331,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Matrícula / Cartório / Dados do imóvel,Proprietário diferente da matrícula,Dados do Contrato
332,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Matrícula / Cartório / Dados do imóvel,Falta habite-se,Dados do Contrato
333,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Minuta / Cláusulas / Contrato,Minuta com cláusulas indevidas,Dados do Contrato
334,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Minuta / Cláusulas / Contrato,Minuta incompatível com o negociado,Dados do Contrato
335,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Minuta / Cláusulas / Contrato,Falta cláusula de alteração de titularidade,Dados do Contrato
336,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Minuta / Cláusulas / Contrato,Multa rescisória com redação incorreta,Dados do Contrato
337,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Área / Engenharia,Informações de área divergentes,Dados do Contrato
338,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Área / Engenharia,Falta laudo de engenharia,Dados do Contrato
339,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Área / Engenharia,Falta dados sobre acréscimo de área,Dados do Contrato
340,1,Ato Formal,locação,Prorrogação,Dados do Contrato,Documentos complementares,Falta Plano de Aquisições válido,Dados do Contrato
341,1,Ato Formal,locação,Prorrogação,Dados do Locador,Documentação do locador,Documentos dos locadores incompletos,Dados do Locador
342,1,Ato Formal,locação,Prorrogação,Dados do Locador,Documentação do locador,Falta RG/CPF de cônjuge,Dados do Locador
343,1,Ato Formal,locação,Prorrogação,Dados do Locador,Documentação do locador,Falta certidão de ISS,Dados do Locador
344,1,Ato Formal,locação,Prorrogação,Dados do Locador,Conta bancária / Pagamentos,Conta em outro banco sem justificativa,Dados do Locador
345,1,Ato Formal,locação,Prorrogação,Dados do Locador,Conta bancária / Pagamentos,Percentuais dos locadores não informados,Dados do Locador
346,1,Ato Formal,locação,Prorrogação,Dados do Locador,Aceite / Concordância,Falta anuência do locador,Dados do Locador
347,1,Ato Formal,locação,Prorrogação,Representante Legal,Representação insuficiente ou irregular,Falta contrato social atualizado,Representante Legal
348,1,Ato Formal,locação,Prorrogação,Representante Legal,Representação insuficiente ou irregular,Falta procuração válida,Representante Legal
349,1,Ato Formal,locação,Prorrogação,Representante Legal,Representação insuficiente ou irregular,Representante legal falecido sem substituição,Representante Legal
350,1,Ato Formal,locação,Prorrogação,Dados Adicionais,Negociação / Laudo / Ação Renovatória,Valor acima do laudo sem justificativa,Dados Adicionais
351,1,Ato Formal,locação,Prorrogação,Dados Adicionais,Negociação / Laudo / Ação Renovatória,Falta laudo para AR,Dados Adicionais
352,1,Ato Formal,locação,Prorrogação,Dados Adicionais,Negociação / Laudo / Ação Renovatória,Falta matrícula para AR,Dados Adicionais
353,1,Ato Formal,locação,Prorrogação,Dados Adicionais,Negociação / Laudo / Ação Renovatória,AR sem esclarecimento ou negociação,Dados Adicionais
354,1,Ato Formal,locação,Prorrogação,Dados Adicionais,Pendências jurídicas / CADIN,Locador com pendência no CADIN,Dados Adicionais
355,1,Ato Formal,locação,Prorrogação,Dados Adicionais,Pendências jurídicas / CADIN,Minuta rejeitada pelo jurídico,Dados Adicionais
356,1,Ato Formal,locação,Prorrogação,Dados Adicionais,Orçamento / Fluxo / Documentos operacionais,Falta tela de reserva orçamentária,Dados Adicionais
357,1,Ato Formal,locação,Prorrogação,Dados Adicionais,Orçamento / Fluxo / Documentos operacionais,Falta autorização da GELOG,Dados Adicionais
